cusip,interestrate,remainingbalance,factor,gwac,wam,wala,date
3618JNWB7,6.875,833197.47,1,7.375,359,1,2024-10-01
3618JNWC5,7.125,2037694,1,7.625,358,2,2024-10-01
3618JN2A2,6,1304774.79,1,6.646,351,0,2024-10-01
3618JN2B0,6,1232789.38,1,6.709,360,0,2024-10-01
3618JN2E4,6,1599428.58,1,6.606,360,0,2024-10-01
3618JN2G9,6,1471376.38,1,6.7,359,1,2024-10-01
3618JN2K0,6,1559905.31,1,6.75,359,1,2024-10-01
3618JN2M6,6,1845514,1,6.7,360,0,2024-10-01
3618JN2N4,6,1545504,1,6.625,360,0,2024-10-01
3618JN2Q7,6,1930069,1,6.721,360,0,2024-10-01
3618JN2S3,6,1564657.91,1,6.518,360,0,2024-10-01
3618JN2T1,6,1184533.64,1,6.524,360,0,2024-10-01
3618JN2U8,6,1260774.24,1,6.47,360,0,2024-10-01
3618JN2V6,6,1423692.64,1,6.432,360,0,2024-10-01
3618JN2W4,6.5,1517964.67,1,7.176,350,0,2024-10-01
3618JN2Y0,6.5,1309546.2,1,7.197,360,0,2024-10-01
3618JN3B9,6.5,1206107.93,1,7.2,360,0,2024-10-01
3618JN3C7,6.5,1313870.33,1,7.201,336,0,2024-10-01
3618JN3D5,6.5,1473786.31,1,7.174,358,2,2024-10-01
3618JN3F0,6.5,1530602.99,1,7.2,347,1,2024-10-01
3618JN3K9,6.5,1462613.62,1,7.188,360,0,2024-10-01
3618JN3N3,6.5,1157408.14,1,7.1,360,0,2024-10-01
3618JN3P8,6.5,1160975.7,1,7.075,359,0,2024-10-01
3618JN3S2,7,1171354.41,1,7.66,360,0,2024-10-01
3618JN3U7,5,1189614.03,1,5.75,360,0,2024-10-01
3618JN3Y9,6.5,1282674.87,1,7.23,349,0,2024-10-01
3618JPA83,7,146938.62,1,7.375,476,4,2024-10-01
3618JPBU3,5,3430829,1,5.413,360,0,2024-10-01
3618JPBV1,7.5,2255728.12,1,7.875,360,0,2024-10-01
3618JPBW9,5.5,6299891.38,1,5.95,356,0,2024-10-01
3618JPBX7,6,6953215.6,1,6.385,360,0,2024-10-01
3618JPBY5,6.5,4360536.98,1,6.82,360,0,2024-10-01
3618JPBZ2,7,3083360,1,7.344,360,0,2024-10-01
3618JPB25,7.5,1179019.08,1,7.875,360,0,2024-10-01
3618JPB33,5.5,2587938.02,1,5.796,360,0,2024-10-01
3618JPB41,6,5979019.36,1,6.397,360,0,2024-10-01
3618JPB58,6.5,4792967.34,1,6.75,360,0,2024-10-01
3618JPB66,7,2871130.14,1,7.303,360,0,2024-10-01
3618JPR51,5.5,8915275.55,1,6.012,360,0,2024-10-01
3618JPR69,5.5,19698303,1,6.223,355,0,2024-10-01
3618JPR77,6,8450235.33,1,6.745,360,0,2024-10-01
3618JPR85,6,7730412.5,1,6.74,353,0,2024-10-01
3618JPR93,6,7007032.61,1,6.695,360,0,2024-10-01
3618JPSA9,6.5,4507992.56,1,7.241,360,0,2024-10-01
3618JPSB7,5.5,1577430.25,1,6.193,354,0,2024-10-01
3618JPSF8,6,3524308.47,1,6.685,480,0,2024-10-01
3618JPSG6,6.5,3154735.56,1,6.846,479,1,2024-10-01
3618JPSH4,7,2226877.36,1,7.321,478,2,2024-10-01
3618JPSR2,4.5,20024405.33,1,5.186,357,0,2024-10-01
3618JPSS0,5,7056273,1,5.719,356,0,2024-10-01
3618JPST8,5,6178212,1,5.736,353,0,2024-10-01
3618JPSU5,5,4181598.41,1,5.67,360,0,2024-10-01
3618JPSV3,5,50001805.73,1,5.691,360,0,2024-10-01
3618JPSW1,5.5,5752610.23,1,6.212,358,0,2024-10-01
3618JPSX9,5.5,5631659,1,6.199,360,0,2024-10-01
3618JPSY7,6,6305831.1,1,6.715,358,0,2024-10-01
3618JPSZ4,6,6434594.86,1,6.738,360,0,2024-10-01
3618JPS27,6.5,3560909.71,1,7.249,322,1,2024-10-01
3618JPTA8,5,2440543.04,1,5.729,357,0,2024-10-01
3618JPTB6,5,3603781.51,1,5.714,357,0,2024-10-01
3618JPTC4,5,5918923.47,1,5.677,360,0,2024-10-01
3618JPTD2,5,6214758.36,1,5.708,360,0,2024-10-01
3618JPTE0,5.5,2614908.96,1,6.236,355,0,2024-10-01
3618JPTF7,5.5,1143942.93,1,6.196,360,0,2024-10-01
3618JPTG5,5.5,2238898.37,1,6.226,355,0,2024-10-01
3618JPTH3,5.5,4216726.55,1,6.207,360,0,2024-10-01
3618JPTJ9,6.5,1153108.69,1,7.23,345,0,2024-10-01
3618JPTK6,6.5,1333580.45,1,7.227,360,0,2024-10-01
36180ABA0,2.5,118834.26,1,2.75,82,98,2024-10-01
36180ABC6,3.5,45740.82,1,4,106,73,2024-10-01
36180ABD4,4,10550077.1,1,4.682,179,0,2024-10-01
36180ABE2,4.5,8511207.59,1,4.989,180,0,2024-10-01
36180ABF9,5,13008290.98,1,5.603,180,1,2024-10-01
36180ABG7,5.5,5900892.01,1,6.126,180,0,2024-10-01
36180ABH5,6,1990791.53,1,6.494,180,0,2024-10-01
36180ABT9,4.5,1703701,1,5.058,360,0,2024-10-01
36180ABU6,5,114484627.45,1,5.656,360,0,2024-10-01
36180ABV4,5.5,113673211.14,1,6.127,359,1,2024-10-01
36180ABW2,6,60445048.89,1,6.551,358,1,2024-10-01
36180ABX0,6.5,10906443.49,1,7.148,357,1,2024-10-01
36180ABY8,7,3635691.21,1,7.721,355,0,2024-10-01
36180AB28,1.5,362275.05,1,1.75,324,10,2024-10-01
36180AB36,2,3444699.46,1,2.402,322,9,2024-10-01
36180AB44,2.5,4580490.53,1,2.892,330,14,2024-10-01
36180AB51,3,12153521.18,1,3.492,343,9,2024-10-01
36180AB69,3.5,110036646.46,1,3.98,356,3,2024-10-01
36180AB77,4,407438597.42,1,4.524,358,1,2024-10-01
36180AB85,4.5,3031010362.7,1,5.122,359,0,2024-10-01
36180AB93,5,6520769178.1,1,5.629,359,0,2024-10-01
36180ACA9,5.5,3673487320.9,1,6.109,359,0,2024-10-01
36180ACB7,6,1436686363.9,1,6.558,359,0,2024-10-01
36180ACC5,6.5,419230490.05,1,7.039,358,1,2024-10-01
36180ACD3,7,106531217.26,1,7.507,356,1,2024-10-01
36180ACE1,7.5,5504950.99,1,7.992,359,1,2024-10-01
36180ACF8,8,962976.42,1,8.414,359,1,2024-10-01
36180ACK7,4.5,7811166,1,4.857,360,0,2024-10-01
36180ACL5,5,5697367,1,5.367,360,0,2024-10-01
36180ACM3,5.5,2966089,1,5.98,360,0,2024-10-01
36180ACN1,6,1707917,1,6.579,360,0,2024-10-01
